,Province/State,Country/Region,Lat,Long,total_cases,area,populations,peak_cases,normalized_peak,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20
170,no province,Malawi,-13.2543,34.3015,5971,no province Malawi,19258419.0,257.0,1.3344812988023576e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,3,0,0,1,3,1,3,0,0,0,1,0,0,0,1,5,10,0,0,1,2,0,0,1,0,1,1,2,0,2,0,0,13,0,1,0,6,0,0,2,5,0,0,1,1,10,0,1,18,0,0,102,70,6,5,52,22,11,24,16,0,29,5,12,0,26,0,48,18,8,9,8,20,28,0,110,19,54,138,19,45,33,108,6,72,41,77,156,115,0,129,76,46,78,127,192,103,66,67,117,98,93,5,97,85,53,257,0,151,0,187,24,45,29,120,220,108,45,41,89,65,65,84,49,34,16,40,38,160,76,38,46,53,68,47,42,40,60,32,5,4,51,22,27,5,8,30,10,3,14,15,3,3,7,9,23,2,14,9,12,7,4,3,7,5,2,13,2,6,7,1,17,2,2,2,2,1,6,4,0,3,8,2,7,6,4,8,0,3,3,2,7,6,10,5,3,1,3,10,11,2,3,4,3,7,12,7,7,2,1,1,0,6,2,6,3,2,0,2,3,4,2,1,6,0
172,no province,Maldives,3.2028,73.2207,12355,no province Maldives,542989.0,215.0,0.00039595645583980524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,7,17,17,14,3,22,21,48,37,12,24,28,190,23,28,8,14,32,44,31,96,46,45,62,7,51,27,49,47,16,12,37,43,30,58,39,58,24,43,19,56,78,81,101,56,12,9,22,11,18,2,13,26,20,14,27,10,22,30,29,26,17,13,37,16,14,21,23,16,6,22,19,13,24,21,18,10,25,33,23,10,16,36,64,47,67,31,39,30,68,14,17,36,33,45,59,17,55,77,50,67,137,61,152,74,156,215,129,153,148,86,89,129,143,116,66,143,128,78,107,106,124,170,146,145,194,96,119,133,135,178,104,140,109,89,137,199,137,141,80,125,98,83,74,93,66,90,62,121,70,85,99,67,74,81,75,46,48,67,54,75,31,53,59,37,97,63,44,67,65,37,54,35,86,66,51,35,49,50,69,51,41,24,32,22,39,45,42,33,30,84,27,35,24,25,27,16,42,36,59,26,71,39,30,24,23,21,29,26,27,42,50,110,41
173,no province,Mali,17.570692,-3.996166000000001,3980,no province Mali,20403078.0,81.0,3.969989233977344e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,7,0,7,3,3,5,3,2,4,2,9,3,15,13,0,18,18,21,4,23,0,45,8,22,12,35,16,16,45,19,19,16,58,8,18,36,19,17,32,19,19,18,24,12,8,18,28,21,27,29,25,14,27,30,16,22,46,15,29,18,39,78,32,24,15,50,36,35,75,24,38,10,14,39,81,55,30,24,33,51,25,5,16,17,10,0,28,17,27,34,21,58,29,26,8,21,58,25,18,27,1,17,10,12,34,2,5,1,11,10,7,27,5,3,0,2,17,0,9,0,7,3,7,1,1,13,0,6,2,0,3,6,9,4,2,6,4,5,15,0,17,26,0,26,1,0,21,11,6,3,5,4,13,6,21,16,3,1,25,5,7,19,9,28,12,16,11,3,4,8,11,5,26,0,25,15,7,11,6,4,7,23,16,6,4,11,17,13,25,14,14,5,6,15,25,13,25,13,10,1,55,16,10,1,9,19,4,17,12,4,28,18,9,16,15,7,8,9,11,8,11,25,24,24,19,30,6,33,8,39,14,62,32,48,32
174,no province,Malta,35.9375,14.3754,8247,no province Malta,441839.0,218.0,0.0004933923895355548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,6,6,3,9,8,0,15,11,9,17,17,3,19,5,5,10,2,5,13,19,8,6,11,14,14,52,6,38,13,20,8,6,9,6,13,10,4,1,4,12,1,1,2,1,0,2,8,5,2,2,1,9,3,2,2,2,3,1,6,7,3,2,14,10,14,7,5,11,15,15,1,9,1,1,0,1,4,0,2,0,1,1,2,0,3,2,2,1,2,3,5,5,1,3,1,6,6,1,0,1,1,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,1,6,0,14,1,7,12,94,10,21,15,14,16,36,20,49,40,54,23,29,49,55,31,72,-42,69,48,47,40,36,31,35,55,38,46,37,32,27,15,21,26,22,34,19,30,25,37,23,63,42,43,27,78,53,49,106,35,39,65,32,45,38,42,42,31,29,21,27,29,23,37,44,65,66,57,47,68,64,75,100,95,68,93,111,112,122,204,142,109,134,155,111,121,115,125,80,107,75,106,76,100,140,218,106,84,174,129,146,102,102,153,141,109,150,121,117,103,110
175,no province,Marshall Islands,7.1315,171.1845,4,no province Marshall Islands,4681441.0,3.0,6.408283261500038e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,3
176,no province,Mauritania,21.0079,-10.9408,7994,no province Mauritania,1272298.0,227.0,0.0001784173204705187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,9,11,22,19,50,10,32,27,27,10,25,6,24,54,77,60,47,58,80,77,39,99,64,102,55,58,121,156,133,110,101,104,170,166,201,197,192,171,137,171,227,220,168,118,124,88,126,109,134,99,122,52,69,76,63,39,77,72,80,91,72,46,95,51,103,60,50,62,42,40,49,35,20,37,41,24,22,15,9,4,59,36,26,0,54,12,13,32,43,24,31,23,17,8,61,27,40,19,37,9,11,23,32,17,16,19,0,4,32,27,14,17,20,8,8,23,0,26,31,44,8,2,19,24,13,14,15,4,3,16,19,22,8,24,5,2,10,14,14,3,6,6,3,3,6,6,5,8,2,0,4,11,7,13,18,4,1,13,13,4,12,12,1,1,13,3,8,12,0,3,1,0,20,20,33,27,10,6,13,15,37,15,32,16,4,27,15
177,no province,Mauritius,-20.348404,57.552152,491,no province Mauritius,129277185.0,41.0,3.1714799482986886e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,2,14,8,6,6,33,13,8,5,21,15,18,8,17,10,31,17,24,5,41,4,1,5,0,0,0,0,0,1,3,0,0,1,2,0,0,1,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14,0,4,0,0,2,8,0,0,0,0,0,9,3,0,8,2,0,0,2,0,0,6,10,0,0,4,0,0,0,2,0,5,5,0,1,1,0,0,0,0,0,0,15,2,0,8,13,0
180,no province,Monaco,43.7333,7.4167,557,no province Monaco,3291820.0,29.0,8.809716205624853e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,4,0,12,0,0,8,2,9,0,4,3,3,3,5,4,2,7,4,2,2,3,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,1,3,0,0,0,0,1,2,2,0,3,3,2,0,5,3,3,2,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,-12,1,4,0,0,6,3,5,4,3,1,2,6,1,3,5,5,1,1,2,2,2,6,3,2,0,2,2,4,1,2,1,0,1,1,3,2,4,0,1,2,5,7,5,2,5,5,3,3,2,8,14,1,10,4,10,17,10,8,4,7,9,22,15,18,24,29,3,4,22,12,8,8,5,3,4,5
181,no province,Mongolia,46.8625,103.8467,455,no province Mongolia,628086.0,56.0,8.915976474559216e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,4,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,13,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,56,0,37,1,4,0,0,0,1,0,0,0,0,7,13,18,0,0,6,0,0,1,5,2,0,1,0,0,3,0,0,0,0,0,4,3,0,2,7,2,0,1,3,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,3,0,13,18,0,1,25,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,4,2,1,1,0,0,10,1,1,0,0,0,6,0,3,1,2,1,3,1,0,5,6,14,24,6,4,12,3,3,21
184,no province,Mozambique,-18.665695,35.529562,14566,no province Mozambique,2552732.0,305.0,0.00011947983572110194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,0,2,0,0,0,0,0,0,7,0,3,0,1,0,7,1,2,3,1,4,0,0,2,5,19,5,6,0,0,0,0,3,0,1,0,1,0,0,1,5,4,12,1,0,11,4,10,8,8,1,10,6,2,4,26,15,4,14,6,1,10,10,0,53,9,36,2,55,15,9,20,19,17,20,44,30,26,29,13,11,6,20,45,4,20,5,26,28,23,20,24,6,14,15,21,30,18,25,28,31,21,19,24,22,62,49,62,53,19,33,56,16,29,21,25,8,26,53,32,19,28,60,56,43,39,27,56,50,41,93,28,28,142,70,78,79,70,83,64,59,77,54,70,80,109,91,45,68,82,61,46,63,61,95,123,78,90,58,76,103,113,90,117,68,86,122,229,213,231,281,167,103,273,234,141,202,148,137,190,168,226,305,268,172,160,91,70,147,100,102,96,145,103,102,157,87,170,134,145,75,95,159,214,110,141,228,189,147,91,175,112,142,110,252,92,119,142,72,81,108,94,92,191,55,69,99,103,133,113,108,66,52
185,no province,Namibia,-22.9576,18.4904,13566,no province Namibia,29271481.0,316.0,1.0795490668886893e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,3,0,1,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,4,0,2,0,0,0,0,1,0,0,2,2,3,6,1,9,8,9,4,26,19,15,47,13,9,80,8,57,25,37,73,54,54,22,53,0,117,76,3,96,72,46,125,44,97,22,36,120,96,69,88,68,74,69,66,77,95,70,112,64,70,112,150,0,147,152,128,177,138,182,181,247,190,120,201,247,315,311,316,176,130,271,281,194,210,249,185,142,152,238,241,191,171,125,118,180,148,181,167,115,99,83,63,114,129,85,85,149,81,56,77,95,83,115,88,19,125,108,107,92,54,28,19,41,67,48,62,45,53,11,69,34,112,48,30,33,41,39,54,41,78,81,15,54,77,52,49,28,53,24,18,16,44,53,27,41,29,13,39,53,27,77,59,47,11
187,Aruba,Netherlands,12.5211,-69.9683,4676,Aruba Netherlands,25987.0,176.0,0.006772617077769654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,4,0,3,5,11,5,13,4,0,5,0,5,2,2,0,7,3,3,5,4,6,0,0,0,1,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,2,2,2,0,0,1,1,0,0,0,0,1,1,0,1,2,8,39,92,133,113,54,67,87,81,96,79,75,54,19,84,91,91,77,70,34,60,42,90,88,58,69,22,9,98,107,81,66,70,21,33,107,141,89,79,96,52,14,92,176,54,78,0,91,36,78,56,35,43,33,12,28,62,29,35,40,36,5,15,14,25,17,17,21,6,3,32,26,30,4,15,18,12,21,14,20,12,9,10,2,15,18,17,22,19,6,5,14,15,11,14,11,11,6,16,9,8,11,8,4,6,8
188,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,157,"Bonaire, Sint Eustatius and Saba Netherlands",164093.0,18.0,0.00010969389309720708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,3,0,4,0,0,0,0,0,3,4,4,0,0,0,18,15,0,16,0,0,3,18,15,0,0,3,0,0,17,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
189,Curacao,Netherlands,12.1696,-68.99,1415,Curacao Netherlands,42997.0,51.0,0.0011861292648324303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,2,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,2,0,8,2,4,2,7,0,5,1,3,4,3,0,10,4,10,5,9,15,4,10,12,4,8,23,18,18,19,21,14,9,10,14,14,8,23,4,6,22,7,12,18,23,10,14,29,27,17,22,12,2,34,26,28,25,17,29,7,8,26,19,14,19,21,15,11,23,37,14,12,17,8,5,21,9,23,24,20,5,29,51,33,46,46,33,34,41
190,Sint Maarten,Netherlands,18.0425,-63.0548,954,Sint Maarten Netherlands,17134872.0,43.0,2.509502259485802e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,10,2,5,0,2,12,3,0,3,7,0,0,0,2,1,4,0,7,3,0,0,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,9,21,0,0,1,11,2,0,18,4,0,6,20,0,1,12,0,16,43,15,6,31,17,9,7,15,5,0,15,28,12,0,34,2,0,0,16,16,6,13,9,7,0,0,5,11,3,0,1,2,16,0,0,8,8,9,10,0,7,3,22,2,9,6,11,1,14,8,1,6,4,1,7,3,9,1,4,4,3,0,9,10,8,9,3,4,3,0,13,0,7,4,4,5,3,13,0,17,4,5,13,15,11,7,0,9,4,6,12,2,4,9,0,10,6,15
192,no province,New Zealand,-40.9006,174.886,2008,no province New Zealand,6624554.0,89.0,1.3434866709517351e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,2,0,4,8,8,11,13,50,0,53,50,78,85,83,63,75,58,61,89,71,82,89,67,54,50,29,44,29,18,19,17,20,15,8,13,9,9,5,6,5,5,9,-1,3,2,2,3,6,2,0,-1,2,1,1,2,2,3,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,2,2,2,1,3,1,2,4,2,0,0,2,0,0,3,1,2,1,3,2,1,1,0,1,2,1,1,1,3,1,1,0,0,1,0,0,0,1,2,1,0,2,3,2,0,2,0,0,0,0,0,1,0,19,13,7,13,9,12,6,5,11,6,3,9,7,5,7,12,13,2,9,14,5,2,5,3,5,4,6,6,4,1,2,2,1,3,1,7,0,2,4,0,0,9,3,2,2,2,0,2,1,12,0,1,5,1,3,3,3,2,4,1,0,1,2,2,4,3,3,0,1,25,2,9,11,1,5,1,2,6,1,7,2,4,5,3,2,1,2,6,4,1,1,3,4,3,3,0,4,3
193,no province,Nicaragua,12.865416,-85.207229,5725,no province Nicaragua,24206644.0,480.0,1.9829266708759793e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,229,0,25,0,0,0,0,480,0,0,0,0,0,0,359,0,0,0,0,0,0,346,0,0,0,0,0,0,359,0,0,0,0,0,0,347,0,0,0,0,0,0,349,0,0,0,0,0,0,327,0,0,0,0,0,0,301,0,0,0,0,0,0,292,0,0,0,0,0,0,233,0,0,0,0,0,0,230,0,0,0,0,0,0,213,0,0,0,0,0,0,196,0,0,0,0,0,0,183,0,0,0,0,0,0,174,0,0,0,0,0,0,150,0,0,0,0,0,0,143,0,0,0,0,0,0,112,0,0,0,0,0,0,97,0,0,0,0,0,0,94,0,0,0,0,0,0,89,0,0,0,0,0,0,81,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,77,0,0,0,0,70,0,0,0,0,0,0,64
194,no province,Niger,17.607789,8.081666,1327,no province Niger,206139589.0,69.0,3.3472464136910643e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,3,0,0,8,9,0,47,24,22,24,40,69,25,64,68,28,53,38,0,41,14,0,43,12,9,0,9,5,9,10,3,12,5,8,4,6,9,8,14,5,8,7,11,14,20,6,11,22,6,16,9,4,15,5,5,6,4,13,6,2,6,1,0,3,0,1,2,0,2,1,2,3,4,3,0,1,0,0,4,2,0,0,36,4,0,0,15,1,10,5,0,5,3,3,12,1,0,0,6,1,0,6,5,1,3,0,2,0,0,0,0,1,2,0,2,0,1,8,9,2,0,0,12,-4,0,0,2,0,2,11,5,0,0,1,0,4,1,0,0,3,0,0,4,2,0,0,0,2,3,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,5,1,4,0,1,0,0,2,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,2,2,2,0,1,1,1,2,1,0,0,0,0,3,0,1,1,0,1,1,0,3,1,4,12,1,3,10,7,19,7,12,6,9,11
